Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
отмякнуть;2.3.3.1.3.1.3.2.;;;;;;
отнекиваться;2.3.3.3.2.2.2.;;;;;;
отнести;2.1.4.1.3.;2.3.1.14.1.3.;2.3.1.15.2.;2.3.2.1.2.6.;2.3.6.1.3.2.;;
отнестись;2.3.2.1.2.6.;2.3.3.3.1.1.4.1.;;;;;
относительность;1.2.1.2.1.2.4.4.;;;;;;
относить;2.3.5.2.2.9.5.2.;2.3.5.2.2.9.5.4.;;;;;
относиться;2.1.4.1.3.;;;;;;
отношение;1.1.3.2.10.3.3.1.;1.2.1.2.1.1.1.;1.2.1.2.1.1.2.;1.2.1.3.1.2.4.2.;1.2.1.6.3.4.1.;;
отношенье;;1.1.3.2.10.3.3.1.;1.2.1.2.1.1.1.;1.2.1.2.1.1.2.;1.2.1.3.1.2.4.2.;1.2.1.6.3.4.1.;
отнять;2.3.1.12.2.1.5.;2.3.1.13.1.;2.3.1.9.2.2.1.;2.3.5.2.4.3.2.3.;2.4.1.3.2.2.5.;;
отображаться;2.1.5.2.2.2.;2.2.2.2.1.1.;;;;;
отображение;1.2.1.1.2.5.1.;;;;;;
отобразить;2.3.5.2.4.1.1.;;;;;;
отобразиться;2.2.2.2.1.1.;;;;;;
отобрать;2.3.1.12.2.1.3.;2.3.1.12.2.1.4.;2.3.1.12.2.1.5.;2.3.1.9.1.1.;2.4.1.3.2.2.5.;;
отоварить;2.3.5.2.4.6.3.1.;2.3.5.2.4.6.3.3.;;;;;
отовариться;2.3.5.2.4.6.3.2.;;;;;;
отогнать;2.3.2.3.1.2.1.1.;2.3.6.1.4.2.;;;;;
отогреть;2.3.2.2.3.2.2.;2.3.3.2.1.3.2.2.2.;;;;;
отогреться;2.3.2.2.3.2.1.;;;;;;
отодвигать;2.3.6.1.4.2.;;;;;;
отодвинуть;2.3.1.14.1.3.;2.3.1.15.2.;2.3.6.1.4.2.;;;;
отодвинуться;2.2.10.3.;2.3.6.1.4.1.;;;;;
отодрать;2.3.7.1.15.;;;;;;
отождествить;2.1.4.1.3.;2.3.1.9.2.1.;;;;;
отождествление;2.1.4.1.3.;1.2.1.2.1.1.3.1.;;;;;
отождествлять;2.1.4.1.3.;2.3.1.9.2.1.;;;;;
отозвать;2.3.3.3.1.1.4.1.;2.3.5.2.4.4.1.;2.3.5.2.4.5.2.3.;2.3.5.2.4.7.3.2.;;;
отозваться;2.1.4.1.2.;2.3.2.2.2.2.3.2.1.;2.3.3.1.1.2.;2.3.3.3.1.1.1.1.1.1.1.;2.3.3.3.1.1.1.1.1.2.2.3.;2.3.3.3.1.1.4.2.;
отойти;2.2.9.1.1.1.2.1.5.;2.2.9.1.1.1.2.2.2.;2.2.9.3.3.;2.3.2.2.3.2.1.;2.3.3.1.3.3.2.;2.3.3.2.1.2.4.4.;2.3.3.3.1.1.1.1.1.2.2.3.
отоларинголог;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
отоларингология;1.2.1.5.2.1.2.1.3.2.2.2.;;;;;;
отомкнуть;2.3.7.1.18.2.;;;;;;
отопление;1.1.3.2.2.5.4.;1.1.3.2.3.5.2.;;;;;
оторвать;2.3.3.2.1.2.4.1.;2.3.3.2.1.4.4.1.;2.3.5.2.4.6.3.2.;2.3.7.1.15.;;;
оторваться;2.1.2.2.2.2.;2.3.3.2.1.2.4.4.;;;;;
оториноларинголог;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
оториноларингология;1.2.1.5.2.1.2.1.3.2.2.2.;;;;;;
оторопеть;2.3.2.2.2.1.2.1.;2.3.3.1.3.1.2.1.;;;;;
оторопь;1.2.1.3.1.1.3.6.;;;;;;
оторочить;2.3.5.2.2.9.3.1.;;;;;;
оторочка;1.1.3.2.7.2.2.3.2.1.;;;;;;
отослать;2.3.2.3.1.2.1.2.;2.3.3.3.1.1.1.1.1.2.2.3.;2.3.6.1.3.2.;;;;
отпарить;2.3.5.2.2.9.4.1.;;;;;;
отпасть;2.2.10.2.;2.2.9.1.1.1.1.;2.3.3.2.1.2.4.4.;;;;
отпахать;2.3.5.2.2.5.1.1.1.;;;;;;
отпахаться;2.3.5.2.2.5.1.1.1.;;;;;;
отпаять;2.3.5.2.2.1.1.;;;;;;
отпевание;1.2.1.5.1.3.1.2.;;;;;;
отпереть;2.3.7.1.18.2.;;;;;;
отпереться;2.3.3.3.2.2.2.;;;;;;
отпереться;2.3.7.1.18.2.;;;;;;
отпестреть;2.2.9.1.2.2.;;;;;;
отпеть;2.3.3.2.2.1.1.;2.3.3.2.2.1.2.;2.3.5.2.4.1.4.1.;;;;
отпечатать;2.3.5.2.2.8.;2.3.5.2.4.5.1.1.;2.3.5.2.4.7.2.3.;;;;
отпечататься;2.3.2.1.5.1.;2.4.1.1.4.;;;;;
отпечатлеться;2.3.2.1.5.1.;;;;;;
отпечаток;1.1.3.4.2.2.;1.2.1.1.2.5.1.;;;;;
отпечатывать;2.3.3.3.1.2.2.2.4.;;;;;;
отпиликать;2.3.5.2.4.1.4.1.;;;;;;
отписать;2.3.3.3.1.2.3.1.;2.3.4.1.2.;2.3.5.2.4.4.3.;;;;
отписаться;2.3.3.3.1.2.3.1.;;;;;;
отписка;1.2.1.4.2.3.1.2.;;;;;;
отпить;2.4.3.1.2.;;;;;;
отплата;1.2.1.6.3.4.3.2.6.1.;;;;;;
отплатить;2.3.3.2.1.5.1.;2.3.3.2.1.5.2.2.;;;;;
отплывать;2.3.6.1.4.1.;;;;;;
отплыть;2.3.6.1.4.1.;;;;;;
отплясать;2.3.5.2.4.1.4.2.;;;;;;
отплясаться;2.3.5.2.4.1.4.2.;;;;;;
отплясывать;2.3.5.2.4.1.4.2.;;;;;;
отповедь;1.2.1.4.2.2.1.2.13.;;;;;;
отпоить;2.3.5.2.2.5.1.2.3.2.;2.3.5.2.4.3.4.;;;;;
отползти;2.3.6.1.4.1.;;;;;;
отполоскать;2.3.5.2.2.9.4.1.;;;;;;
отполыхать;2.2.9.1.1.1.2.1.2.;2.2.9.1.1.1.2.1.3.;2.2.9.1.2.2.;;;;
отпор;1.2.1.6.3.4.3.2.6.3.;;;;;;
отпороть;2.3.5.2.2.9.3.1.;;;;;;
отправитель;1.1.1.2.1.1.1.2.4.2.7.2.3.;;;;;;
отправительница;1.1.1.2.1.1.1.2.4.2.7.2.3.;;;;;;
отправить;2.3.2.3.1.2.1.2.;2.3.5.2.4.7.1.1.;2.3.6.1.1.2.;;;;
отправиться;2.3.6.1.4.1.;;;;;;
отправление;1.1.3.2.10.4.1.;;;;;;
отправлять;2.1.5.2.1.1.;;;;;;
отправляться;2.3.2.1.2.1.;;;;;;
отпраздновать;2.3.5.3.2.4.;;;;;;
отпроситься;2.3.3.3.2.1.3.;;;;;;
отпрыгнуть;2.3.6.1.4.1.;;;;;;
отпрыск;1.1.1.2.1.1.1.2.3.3.5.1.1.;1.1.1.3.1.3.1.;;;;;
отпрянуть;2.3.6.1.4.1.;;;;;;
отпрячь;2.3.5.2.2.5.1.2.3.6.;;;;;;
отпрячь;2.3.7.1.18.2.;;;;;;
отпугнуть;2.3.2.2.2.3.2.2.;2.3.2.2.2.3.5.2.;2.3.2.2.2.3.6.2.;2.3.2.3.1.2.1.3.;;;
отпуск;1.2.1.1.3.1.2.2.1.2.2.;1.2.1.6.4.2.2.4.;;;;;
отпускная;1.1.3.2.10.3.3.4.1.;;;;;;
отпускник;1.1.1.2.1.1.1.2.3.3.2.6.2.;;;;;;
отпускница;1.1.1.2.1.1.1.2.3.3.2.6.2.;;;;;;
отпускные;1.1.3.2.10.2.2.3.;;;;;;
отпустить;2.3.3.2.1.5.3.;2.3.3.3.2.5.;2.3.5.2.2.3.1.;2.3.5.2.2.9.3.1.;2.3.5.2.4.6.3.3.;;
отпустить;2.3.7.1.18.3.;;;;;;
отпущение;1.2.1.4.2.2.1.2.3.;;;;;;
отпылать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.2.;;;;;
отработать;2.3.1.1.1.;2.3.5.2.1.1.;2.3.5.2.2.4.2.;2.3.5.2.4.7.1.1.;;;
отрава;1.1.3.2.6.5.8.;1.2.1.3.2.2.1.4.;;;;;
отравитель;1.1.1.2.1.1.1.2.3.3.2.6.5.2.;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;
отравительница;1.1.1.2.1.1.1.2.3.3.2.6.5.2.;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;
отравить;2.3.2.2.2.3.4.2.;2.3.3.1.2.3.1.4.2.;2.3.7.1.10.2.;;;;
отравление;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;;
отрада;1.2.1.3.2.2.1.1.;1.2.2.2.1.;;;;;
отражатель;1.1.3.2.3.1.3.1.;;;;;;
отражаться;2.1.4.1.2.;2.2.2.2.1.1.;2.4.2.2.1.;;;;
отражение;1.2.1.1.2.5.1.;1.2.1.1.4.1.2.1.;;;;;
отразить;2.3.3.1.2.1.2.2.;2.3.5.2.4.1.1.;2.3.5.2.4.8.3.3.;2.3.5.3.1.2.;2.3.6.1.4.2.;;
отразиться;2.1.4.1.2.;2.2.2.2.1.1.;2.4.2.2.1.;;;;
отрасль;1.1.1.2.1.1.1.2.3.3.5.1.1.;1.1.1.3.1.3.1.;1.2.1.2.3.1.3.1.;;;;
отрастить;2.3.5.2.2.9.6.2.;2.4.1.1.1.;;;;;
отребье;1.1.1.2.1.1.2.4.2.3.;1.1.3.2.6.7.4.;;;;;
отреветь;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отрез;1.1.3.2.6.4.1.3.1.;1.1.3.4.4.2.3.;;;;;
отрезать;2.3.3.3.2.4.3.;2.3.5.2.2.5.1.1.1.;2.3.5.2.4.3.2.3.;2.3.5.2.4.4.3.;2.3.5.2.4.8.3.2.;;
отрезвить;2.3.2.2.3.2.2.;2.3.5.2.4.3.4.;2.4.3.2.2.;;;;
отрезвиться;2.3.2.2.3.2.1.;2.3.2.2.4.2.1.;2.3.5.2.4.3.4.;;;;
отрезик;1.1.3.2.6.4.1.3.1.;;;;;;
отрезок;1.1.3.4.3.4.2.;1.2.1.1.3.1.1.3.;1.2.1.1.3.2.1.2.;1.2.1.2.3.1.3.1.;;;
отрезочек;1.1.3.4.3.4.2.;;;;;;
отрепье;1.1.3.2.7.2.2.1.1.2.2.;;;;;;
отрепья;1.1.3.2.7.2.2.1.1.2.2.;;;;;;
отречение;1.2.1.4.2.2.1.2.7.;1.2.1.6.3.2.2.3.;;;;;
отречься;2.3.2.3.1.7.2.;;;;;;
отрешенность;1.2.1.3.1.1.3.4.;;;;;;
отрешить;2.3.3.2.1.2.4.1.;;;;;;
отрешиться;2.3.2.1.2.3.;;;;;;
отринуть;2.3.1.15.2.;2.3.2.3.1.7.2.;2.3.3.3.2.2.2.;;;;
отрицание;1.2.1.4.2.2.1.2.7.;1.2.1.5.2.1.2.1.2.3.1.3.3.;;;;;
отрицать;2.3.2.1.2.6.;2.3.3.3.2.2.2.;;;;;
отрог;1.1.2.2.3.2.1.2.;;;;;;
отродье;1.1.1.2.1.1.2.4.2.3.;;;;;;
отрозоветь;2.2.9.1.2.2.;;;;;;
отроить;2.3.5.2.2.5.1.2.3.2.;;;;;;
отрок;1.1.1.2.1.1.1.2.4.2.6.1.;1.1.1.2.1.1.1.2.5.1.;;;;;
отроковица;1.1.1.2.1.1.1.2.5.1.;;;;;;
отрокотать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отросток;1.1.1.2.4.1.1.;1.1.1.3.1.3.1.;;;;;
отросточек;1.1.1.3.1.3.1.;;;;;;
отрочество;1.2.1.1.3.1.2.2.2.3.;;;;;;
отруб;1.1.3.1.2.5.2.;;;;;;
отруби;1.1.3.2.6.1.3.1.;;;;;;
отрубить;2.3.3.3.2.4.3.;;;;;;
отругать;2.3.3.3.2.7.2.3.2.;;;;;;
отругиваться;2.3.3.3.2.7.2.3.2.;2.3.3.3.2.7.2.3.3.;;;;;
отрулить;2.3.5.2.3.;;;;;;
отрыв;1.2.1.1.3.3.2.2.;;;;;;
отрывок;1.2.1.2.3.1.3.4.;1.2.1.5.2.2.3.1.;;;;;
отрыжка;1.2.1.1.4.2.2.3.2.1.;;;;;;
отряд;1.1.1.2.1.1.2.3.1.;1.1.3.3.2.2.2.;1.2.1.2.3.1.3.2.;;;;
отрядить;2.3.2.3.1.2.1.2.;2.3.5.2.4.7.3.3.;;;;;
отряхнуть;2.4.1.4.4.;;;;;;
отсадить;2.3.2.3.1.2.2.;2.3.5.2.2.5.1.1.2.;2.3.6.2.1.3.;;;;
отсверк;1.2.1.1.4.1.2.3.1.2.;;;;;;
отсверкать;2.2.9.1.2.2.;;;;;;
отсвет;1.2.1.1.2.5.2.;1.2.1.1.4.1.2.3.1.2.;;;;;
отсветить;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.2.;;;;;
отсвечивать;2.3.3.2.1.4.4.1.;2.4.2.2.2.;;;;;
отсвистеть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отсебятина;1.2.1.3.2.4.2.4.;1.2.1.4.2.2.1.1.3.;;;;;
отсев;1.1.1.2.1.1.2.4.2.1.;1.1.3.2.6.1.3.1.;1.2.1.1.3.4.1.1.2.3.1.;;;;
отсевки;1.1.3.2.6.1.3.1.;;;;;;
отсек;1.1.3.2.5.3.2.2.;;;;;;
отселить;2.3.4.2.4.;2.3.4.3.;2.3.6.2.1.3.;;;;
отселиться;2.3.4.2.4.;2.3.4.3.;;;;;
отсеребриться;2.2.9.1.2.2.;;;;;;
отсесть;2.3.6.1.4.1.;;;;;;
отсечь;2.3.1.2.2.2.;2.3.5.2.4.8.3.2.;2.3.5.2.4.8.3.3.;;;;
отсеять;2.3.1.9.1.1.;2.3.5.2.2.5.1.1.2.;2.3.5.2.2.5.1.1.3.2.;2.3.5.2.4.7.3.2.;;;
отсеяться;2.3.5.2.2.5.1.1.2.;2.3.5.2.4.7.3.2.;;;;;
отсидеть;2.3.3.2.1.7.3.2.;2.3.5.2.4.5.2.4.;;;;;
отсидеться;2.4.1.2.3.;;;;;;
отсиживаться;2.2.4.1.2.2.4.;;;;;;
отсинеть;2.2.9.1.2.2.;;;;;;
отсиять;2.2.9.1.1.1.2.1.2.;2.2.9.1.1.1.2.1.3.;2.2.9.1.2.2.;;;;
отскакивать;2.3.6.1.4.1.;;;;;;
отскоблить;2.3.6.2.7.;;;;;;
отскок;1.2.1.1.3.3.2.2.;;;;;;
отскочить;2.3.6.1.4.1.;;;;;;
отскрипеть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отслеживать;2.3.2.1.3.1.;;;;;;
отслоение;1.1.3.4.6.1.;;;;;;
отслужить;2.3.3.2.1.5.1.;2.3.3.2.2.1.2.;2.3.5.2.4.7.1.1.;2.3.5.2.4.8.2.1.;;;
отсоветовать;2.3.3.3.2.1.2.1.;;;;;;
отсосать;2.4.3.1.2.;;;;;;
отсохнуть;2.4.1.4.2.;;;;;;
отсрочить;2.3.1.14.1.3.;2.3.5.2.4.7.2.4.;;;;;
отсрочиться;2.2.10.3.;;;;;;
отставить;2.3.5.2.4.7.3.2.;2.3.6.2.1.3.;;;;;
отставка;1.2.1.6.4.2.2.4.;;;;;;
отставник;1.1.1.2.1.1.1.2.4.2.6.7.;;;;;;
отстать;2.3.1.14.1.5.;2.3.3.1.2.3.1.3.1.1.;2.3.3.2.1.2.4.4.;2.3.5.2.3.;2.3.6.1.4.1.;;
отстающая;1.1.1.2.1.1.1.2.3.3.3.2.4.;;;;;;
отстающий;1.1.1.2.1.1.1.2.3.3.3.2.4.;;;;;;
отстирать;2.3.5.2.2.9.4.1.;2.3.6.2.7.;;;;;
отстираться;2.4.1.4.3.;;;;;;
отстой;1.1.3.4.6.4.;;;;;;
отстойник;1.1.3.2.2.5.2.;1.1.3.2.3.2.2.4.;;;;;
отстоять;2.2.4.1.2.2.2.2.2.;2.2.4.1.2.2.3.2.;2.3.3.1.2.1.2.1.;2.3.3.2.1.3.3.1.;2.3.5.2.4.8.3.3.;2.4.1.2.3.;2.4.1.2.4.
отстранить;2.3.1.15.2.;2.3.1.16.;2.3.3.2.1.2.4.1.;2.3.5.2.4.7.3.2.;2.3.6.1.4.2.;;
отстраниться;2.3.3.1.3.3.2.;2.3.3.2.1.2.4.4.;2.3.6.1.4.1.;2.3.7.1.5.;;;
отстрекотать;2.2.9.1.1.1.2.1.2.;;;;;;
отстрелить;2.3.5.2.2.5.2.;;;;;;
отстрелять;2.3.5.2.2.5.2.;;;;;;
отстреляться;2.3.5.2.4.8.3.3.;;;;;;
отстричь;2.3.5.2.2.9.6.2.;;;;;;
отстроить;2.3.5.2.2.2.1.;;;;;;
отстроиться;2.3.5.2.2.2.1.;;;;;;
отстрочить;2.3.5.2.2.9.3.1.;;;;;;
отступ;1.1.3.2.9.2.2.2.;;;;;;
отступать;2.2.8.;;;;;;
отступить;2.2.4.1.2.2.3.2.;2.3.2.3.1.7.2.;2.3.3.3.1.1.1.1.1.2.2.3.;2.3.3.3.1.2.2.2.1.;2.3.5.2.4.8.3.5.;2.3.6.1.4.1.;
отступиться;2.3.2.3.1.7.2.;2.3.3.2.1.2.4.4.;2.4.1.4.2.;;;;
отступление;1.2.1.4.2.2.1.2.12.;;;;;;
отступник;1.1.1.2.1.1.1.2.3.3.4.10.;;;;;;
отступница;1.1.1.2.1.1.1.2.3.3.4.10.;;;;;;
отступничество;1.2.1.3.2.4.2.1.;;;;;;
отстучать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отсудить;2.3.5.2.4.5.2.2.;;;;;;
отсутствие;1.2.1.1.2.1.;1.2.1.1.2.4.2.;;;;;
отсутствовать;2.2.10.1.;2.4.1.2.3.;;;;;
отсчитать;2.3.1.9.2.2.1.;2.3.7.1.15.;;;;;
отсылка;1.2.1.5.2.2.3.1.;;;;;;
отталкивание;1.2.1.1.3.3.2.2.;;;;;;
оттанцевать;2.3.5.2.4.1.4.2.;;;;;;
оттарахтеть;2.2.9.1.1.1.2.1.2.;;;;;;
оттенить;2.3.3.3.1.1.1.1.3.;2.3.5.2.4.1.5.;;;;;
оттенок;1.2.1.1.4.1.2.3.2.1.;1.2.1.1.4.1.5.1.;1.2.1.2.3.1.3.4.;;;;
оттепель;1.2.1.1.4.3.1.2.1.;1.2.1.6.2.3.2.1.;;;;;
оттереть;2.3.5.2.2.9.4.1.;2.3.5.2.4.3.4.;2.3.6.2.7.;;;;
оттереться;2.4.1.4.3.;;;;;;
оттеснить;2.3.5.2.4.8.3.4.;2.3.6.1.4.2.;;;;;
оттиск;1.1.3.2.9.2.3.;1.1.3.4.2.2.;;;;;
оттиснуть;2.3.3.3.1.2.2.2.4.;2.3.5.2.2.8.;;;;;
отток;1.2.1.1.2.6.2.2.;;;;;;
оттолкнуть;2.3.2.2.2.3.2.2.;2.3.3.1.2.3.1.1.1.1.;2.3.3.2.1.2.4.1.;2.3.3.2.1.2.4.4.;2.3.6.1.4.2.;;
оттолкнуться;2.3.6.1.4.1.;;;;;;
оттоманка;1.1.3.2.7.3.3.2.;;;;;;
отторгнуть;2.3.1.12.2.1.5.;2.3.1.15.2.;2.3.3.2.1.2.4.1.;2.3.5.2.4.8.3.1.;;;
отторжение;1.2.1.1.4.2.2.1.2.;;;;;;
отточие;1.1.3.2.10.1.2.4.1.;;;;;;
отточить;2.3.1.3.;2.3.5.2.2.4.2.;;;;;
оттрахать;2.2.9.1.1.1.2.1.2.;;;;;;
оттренькать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
оттрещать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
оттрубить;2.3.5.2.1.2.1.;;;;;;
оттушевывать;2.3.5.2.4.1.5.;;;;;;
оттягать;2.3.5.2.4.5.2.2.;;;;;;
оттяжка;1.1.3.2.3.6.12.;1.2.1.1.3.3.3.3.;;;;;
оттянуть;2.3.1.14.1.3.;2.3.5.2.4.8.3.2.;2.3.6.1.4.2.;;;;
оттянуться;2.2.10.3.;2.3.6.1.4.1.;;;;;
оттяпать;2.3.1.12.2.1.5.;;;;;;
отупевать;2.3.2.2.4.1.;;;;;;
отупение;1.2.1.1.4.2.2.3.2.1.;;;;;;
отурчать;2.2.9.1.1.1.2.1.2.;;;;;;
отутюжить;2.3.5.2.2.9.4.1.;;;;;;
отухать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отучить;2.3.3.2.1.7.1.1.;2.3.5.2.4.2.1.1.;;;;;
отучиться;2.3.5.2.4.2.1.1.;2.4.1.4.2.;;;;;
отхватить;2.3.1.12.2.2.3.;2.3.5.2.4.6.3.2.;;;;;
отхлопать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отход;1.1.3.2.6.7.1.;1.2.1.1.3.3.2.2.;;;;;
отходить;2.3.5.2.4.3.4.;;;;;;
отходная;1.2.1.5.2.2.4.2.3.2.2.1.;;;;;;
отходничество;1.2.1.6.4.3.3.2.4.4.;;;;;;
отхрипеть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отхрустеть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отцветать;2.2.8.;;;;;;
отцепиться;2.3.3.1.2.3.1.3.1.1.;;;;;;
отцеубийство;1.2.1.6.3.2.3.2.2.4.;;;;;;
отцеубийца;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;;
отцовство;1.2.1.6.3.4.2.;;;;;;
отчаяние;1.2.1.3.2.2.1.7.;;;;;;
отчаянность;1.2.1.3.2.2.1.7.;1.2.1.3.2.3.2.;;;;;
отчаяться;2.3.2.2.2.3.4.1.;2.3.2.2.3.4.1.;;;;;
отчебучить;2.3.3.1.2.3.1.1.2.5.1.;;;;;;
отчеркнуть;2.3.3.3.1.2.2.2.3.;;;;;;
отчество;1.2.1.4.1.2.;;;;;;
отчет;1.1.3.2.10.3.3.3.;1.2.1.4.2.3.1.2.;;;;;
отчетность;1.1.3.2.10.3.3.1.;;;;;;
отчизна;1.1.3.1.2.2.1.;;;;;;
отчим;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
отчисление;1.1.3.2.10.2.2.2.2.;;;;;;
отчислить;2.3.5.2.4.6.1.1.;2.3.5.2.4.7.3.2.;2.4.1.3.2.2.5.;;;;
отчислиться;2.3.5.2.4.7.3.2.;2.4.1.4.2.;;;;;
отчистить;2.3.5.2.2.9.4.1.;2.3.6.2.7.;;;;;
отчиститься;2.4.1.4.3.;;;;;;
отчитать;2.3.3.3.2.7.2.3.1.;2.3.4.2.3.2.;;;;;
отчитаться;2.3.3.3.1.1.1.1.1.1.2.;2.3.4.2.1.;;;;;
отчихвостить;2.3.3.3.2.7.2.3.2.;;;;;;
отчудить;2.3.3.1.2.3.1.1.2.5.1.;;;;;;
отчуждать;2.3.5.2.4.4.1.;;;;;;
отчуждение;1.2.1.3.2.2.1.8.;;;;;;
отчужденность;1.2.1.3.1.1.3.4.;;;;;;
отшатнуться;2.3.3.2.1.2.4.3.;;;;;;
отшвырнуть;2.3.6.1.4.2.;;;;;;
отшелестеть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отшельник;1.1.1.2.1.1.1.2.2.2.3.1.6.;1.1.1.2.1.1.1.2.4.2.1.2.;;;;;
отшельница;1.1.1.2.1.1.1.2.2.2.3.1.6.;;;;;;
отшельничество;1.2.1.5.1.3.1.3.;;;;;;
отшить;2.3.3.2.1.2.4.1.;2.3.5.2.2.2.1.;2.3.5.2.2.9.3.1.;;;;
отшлифовывать;2.3.5.2.2.4.2.;;;;;;
отшуметь;2.2.9.1.1.1.2.1.2.;2.2.9.1.1.1.2.1.3.;2.2.9.1.1.1.2.1.4.;2.2.9.1.2.3.;;;
отшуршать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;;;;;
отшутиться;2.3.3.3.2.5.;;;;;;
отщелкать;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.3.;2.3.3.3.2.7.2.3.2.;;;;
отщепенец;1.1.1.2.1.1.1.2.3.3.2.1.4.;;;;;;
отщепенка;1.1.1.2.1.1.1.2.3.3.2.1.4.;;;;;;
отщепенство;1.2.1.3.2.4.2.1.;;;;;;
отщепенчество;1.2.1.3.2.4.2.1.;;;;;;
отщепиться;2.3.7.1.15.;;;;;;
отъединить;2.3.1.2.2.2.;;;;;;
отъемыш;1.1.1.2.2.1.1.2.1.;;;;;;
отъесть;2.4.3.1.1.;;;;;;
отъехать;2.3.6.1.4.1.;;;;;;
отыграть;2.2.9.1.1.1.2.1.2.;2.2.9.1.2.2.;2.3.5.2.4.1.3.;2.3.5.2.4.1.4.1.;2.3.5.3.1.1.;2.4.1.3.2.2.4.;
отыграться;2.3.5.3.1.1.;2.4.1.3.2.2.4.;;;;;
отыскать;2.3.1.10.1.;2.3.1.14.1.2.;2.4.1.3.2.1.;;;;
отыскаться;2.2.2.1.1.1.;2.2.2.1.1.4.;2.2.2.2.1.1.;2.2.4.2.1.1.;2.4.1.3.2.1.;;
отэкзаменовать;2.3.5.2.4.2.1.2.;;;;;;
отяготить;2.3.3.2.1.4.4.1.;;;;;;
отягощать;2.3.2.2.2.3.4.2.;;;;;;
отягчить;2.3.1.6.1.;;;;;;
отяжелить;2.3.1.6.1.;;;;;;
офеня;1.1.1.2.1.1.1.2.4.2.7.3.2.2.;;;;;;
офис;1.1.3.3.1.2.1.;;;;;;
офицер;1.1.1.2.1.1.1.2.4.2.6.2.1.;1.1.3.2.11.1.4.1.;;;;;
офицерство;1.1.1.2.1.1.2.3.6.2.;;;;;;
офицерье;1.1.1.2.1.1.2.3.6.1.;1.1.1.2.1.1.2.3.6.2.;;;;;
официант;1.1.1.2.1.1.1.2.4.2.7.4.1.2.1.;1.1.1.2.1.1.1.2.4.2.7.4.1.2.2.1.;;;;;
официантка;1.1.1.2.1.1.1.2.4.2.7.4.1.2.1.;1.1.1.2.1.1.1.2.4.2.7.4.1.2.2.1.;;;;;
официоз;1.1.3.2.9.1.1.3.1.;;;;;;
оформитель;1.1.1.2.1.1.1.2.4.2.2.4.2.3.2.;;;;;;
оформительница;1.1.1.2.1.1.1.2.4.2.2.4.2.3.2.;;;;;;
оформить;2.3.5.2.4.7.3.1.;2.4.2.4.;;;;;
оформиться;2.2.3.2.1.;2.3.5.2.4.7.3.1.;;;;;
оформление;1.1.3.4.5.4.1.;1.2.1.2.2.5.1.;;;;;
офорт;1.2.1.5.2.1.3.2.1.2.2.;1.2.1.5.2.1.3.2.3.2.2.;;;;;
офранцузить;2.3.4.4.3.1.;;;;;;
офранцузиться;2.3.4.4.3.1.;;;;;;
офтальмолог;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
офтальмология;1.2.1.5.2.1.2.1.3.2.2.2.;;;;;;
охабень;1.1.3.2.7.2.2.1.1.3.1.1.1.;;;;;;
охаживать;2.3.3.1.2.3.1.2.4.;;;;;;
охаивать;2.3.3.3.2.7.1.4.;2.3.3.3.2.7.2.3.2.;;;;;
охальник;1.1.1.2.1.1.1.2.2.2.3.1.21.;;;;;;
охальница;1.1.1.2.1.1.1.2.2.2.3.1.21.;;;;;;
охальничать;2.3.3.1.2.3.1.1.2.1.;2.3.3.1.2.3.1.3.3.2.;;;;;
оханье;1.2.1.4.2.2.2.3.;;;;;;
охапка;1.1.3.4.7.1.;;;;;;
охапочка;1.1.3.4.7.1.;;;;;;
охать;2.3.3.3.1.2.1.2.1.5.1.;;;;;;
охват;1.2.1.1.2.7.2.;1.2.1.1.3.4.3.1.;;;;;
